listen_id,user_id,listen_time
GB78XGTC73922605378790,1703,2022-11-11 14:00:00
GB28TIJY36793913404920,1842,2022-11-8 13:00:00
GB88RBNG84684917942050,1483,2022-11-12 19:00:00
GB64LHBJ37635416595309,1415,2022-11-12 8:00:00
GB67EPQY15860052930481,1777,2022-11-8 19:00:00
GB36TFDI66206496687016,1123,2022-11-11 14:00:00
GB80PPZQ22229942190154,1939,2022-11-7 11:00:00
GB51OFOA49466638959142,1178,2022-11-11 8:00:00
GB59SZGI15100751737134,1627,2022-11-10 9:00:00
GB43XPDI13055485143217,1926,2022-11-11 12:00:00
GB65FFCV41699853179939,1035,2022-11-10 4:00:00
GB43SEGC27061119443022,1403,2022-11-11 6:00:00
GB84MZYB25436156523917,1919,2022-11-10 14:00:00
GB50YQAV15347819917422,1268,2022-11-9 17:00:00
GB25STUO28371216736146,1750,2022-11-13 11:00:00
GB14DPOL21404768651743,1984,2022-11-7 8:00:00
GB35LCOI78393173611657,1951,2022-11-10 11:00:00
GB49LCAV38061146088318,1779,2022-11-7 7:00:00
GB95RCPQ37414471954277,1003,2022-11-11 16:00:00
GB38BSFK22637667239447,1046,2022-11-9 18:00:00
GB85UOQX80424616920530,1028,2022-11-13 6:00:00
GB63DVSO90282555644341,1235,2022-11-12 13:00:00
GB21ILJX65199391634609,1583,2022-11-7 15:00:00
GB11DUBT25876165677472,1524,2022-11-11 10:00:00
GB80EGWQ61482262951890,1949,2022-11-7 18:00:00
GB67QKVI07480503382808,1920,2022-11-7 18:00:00
GB39HISM85437878484466,1144,2022-11-12 8:00:00
GB84DEYS02194721438282,1250,2022-11-8 7:00:00
GB83YYSE23128110822004,1554,2022-11-8 15:00:00
GB41LKQL49948725506741,1227,2022-11-8 17:00:00
GB76KNGS14915692895989,1178,2022-11-11 17:00:00
GB30UTGN54397231097146,1331,2022-11-10 21:00:00
GB65WYHK42376339813287,1684,2022-11-10 5:00:00
GB80QJEZ03647547609920,1135,2022-11-13 5:00:00
GB48AWEV34677539685674,1308,2022-11-12 7:00:00
GB75PPET25674589276333,1387,2022-11-8 16:00:00
GB03GBXE51812291521375,1712,2022-11-10 11:00:00
GB59AKOO46222338870134,1614,2022-11-10 14:00:00
GB19TVAK99408379852406,1190,2022-11-9 19:00:00
GB02WNFC81100217308017,1131,2022-11-10 15:00:00
GB68IOJI76965217302577,1543,2022-11-9 12:00:00
GB07KLZD78805518067870,1918,2022-11-10 8:00:00
GB67UTVB14230658747958,1547,2022-11-7 14:00:00
GB59HFJQ66141327407499,1576,2022-11-12 14:00:00
GB60QLXY94340959374530,1550,2022-11-7 14:00:00
GB69WLYB26510812038340,1100,2022-11-10 15:00:00
GB39DFDL35312234321190,1536,2022-11-7 10:00:00
GB08VEAV48262346980618,1985,2022-11-12 15:00:00
GB95XGOC62836584865992,1372,2022-11-10 5:00:00
GB48SHSO49151893016781,1024,2022-11-10 21:00:00
GB73BEMY03110210895744,1436,2022-11-12 9:00:00
GB84JVTR78130272739163,1913,2022-11-9 4:00:00
GB15WTSG18847934956525,1238,2022-11-12 18:00:00
GB76CBON43371811780002,1622,2022-11-9 4:00:00
GB89PCQE37409472561428,1696,2022-11-7 21:00:00
GB19NKHM41893455091905,1614,2022-11-10 16:00:00
GB92JFLE17679845623823,1501,2022-11-12 21:00:00
GB15EGKK51726699805905,1758,2022-11-8 14:00:00
GB86NEJK68829498947681,1163,2022-11-13 4:00:00
GB49QWJC35160669234476,1657,2022-11-12 7:00:00
GB84YHCS15871026333033,1670,2022-11-11 5:00:00
GB75SIIN69435313698361,1183,2022-11-10 8:00:00
GB55VWHV70510562970617,1872,2022-11-9 11:00:00
GB77ZKGG63151009692142,1123,2022-11-9 6:00:00
GB21QEHH26098771694182,1359,2022-11-10 9:00:00
GB11RPVR15321704641681,1498,2022-11-12 17:00:00
GB61GRZB35399764116911,1133,2022-11-12 6:00:00
GB22KHHC80645775779409,1296,2022-11-9 17:00:00
GB76DHHQ60122076919748,1303,2022-11-13 7:00:00
GB70ATTF77096344410639,1711,2022-11-11 15:00:00
GB84KRQZ77538414568098,1179,2022-11-12 9:00:00
GB15YKCY51031349007379,1548,2022-11-10 16:00:00
GB97DWJB60912312792839,1702,2022-11-11 14:00:00
GB64YPDK20016417287383,1153,2022-11-8 10:00:00
GB51WAVF26034217525438,1069,2022-11-8 19:00:00
GB57WBJV49701910726747,1415,2022-11-7 8:00:00
GB79LWLS90978924927747,1139,2022-11-11 12:00:00
GB55KKXC18060492659583,1486,2022-11-11 10:00:00
GB37YPMH34825983583676,1725,2022-11-13 9:00:00
GB66MOJT11701508531341,1975,2022-11-10 13:00:00
GB45ZMSL94038317986983,1550,2022-11-8 11:00:00
GB95NWUQ62004466587877,1206,2022-11-7 14:00:00
GB90WWQI72178327904158,1179,2022-11-12 4:00:00
GB74IHYD33797637537763,1578,2022-11-12 18:00:00
GB10GLCF50336205817487,1891,2022-11-7 14:00:00
GB83OOBN25527745505106,1282,2022-11-8 7:00:00
GB19IJYF92640948502099,1004,2022-11-13 20:00:00
GB04HVRT40493889460593,1935,2022-11-12 18:00:00
GB55EBEQ76887716146661,1100,2022-11-7 8:00:00
GB27MHWV43399697759680,1715,2022-11-13 14:00:00
GB77WOJM87092673363203,1388,2022-11-12 16:00:00
GB29LVDB84803321614037,1519,2022-11-7 17:00:00
GB41UICN69274712201237,1997,2022-11-8 21:00:00
GB25DFUR74145324779596,1703,2022-11-12 15:00:00
GB24MGTY78041343927949,1391,2022-11-9 19:00:00
GB53RYBT04916292690320,1781,2022-11-12 14:00:00
GB31JVXM21970614678127,1696,2022-11-13 13:00:00
GB08VVCS13128096171576,1144,2022-11-9 11:00:00
GB41MBFZ01343140541227,1528,2022-11-8 12:00:00
GB77FZZC72221564562227,1095,2022-11-7 4:00:00
GB75VIZC11892592774985,1513,2022-11-13 5:00:00
GB09ONIT14014997551301,1874,2022-11-7 15:00:00
GB14WNXD34115768059437,1815,2022-11-8 18:00:00
GB07ZAZO39617411733152,1436,2022-11-7 18:00:00
GB22IAIJ01824506270384,1853,2022-11-12 11:00:00
GB27PQVK93038520290604,1402,2022-11-10 6:00:00
GB45UTNQ39385081744504,1607,2022-11-7 8:00:00
GB13PRBX68405329073011,1449,2022-11-11 14:00:00
GB42TPQB10084086022370,1388,2022-11-12 11:00:00
GB41MWQW12699666090223,1303,2022-11-12 10:00:00
GB35YKEZ12291390980970,1838,2022-11-9 21:00:00
GB04QXRH58272185298903,1766,2022-11-9 16:00:00
GB08WSMV73027986504549,1625,2022-11-8 18:00:00
GB64OOSU88902248068922,1066,2022-11-12 7:00:00
GB18HLXP24533852884915,1368,2022-11-8 11:00:00
GB09SWWY60643406410978,1651,2022-11-11 19:00:00
GB55ASSC53322720499052,1183,2022-11-7 17:00:00
GB36YJHY50342805437710,1773,2022-11-11 13:00:00
GB58EDNP88484045583088,1230,2022-11-10 11:00:00
GB29JIDL61040245912353,1409,2022-11-12 10:00:00
GB08PJWU97891399626561,1701,2022-11-10 4:00:00
GB70DFUS48311220651485,1586,2022-11-8 8:00:00
GB77SIXL13607677260444,1070,2022-11-9 16:00:00
GB04MSZC22118748440139,1645,2022-11-9 15:00:00
GB41SJPT19194062806007,1027,2022-11-7 7:00:00
GB86CJWD12632665722800,1704,2022-11-9 19:00:00
GB35OWXI91526089972662,1637,2022-11-7 19:00:00
GB52XDAW93359455155649,1861,2022-11-13 4:00:00
GB20EQWU86890040246474,1081,2022-11-8 15:00:00
GB32IEQF20413128576325,1456,2022-11-11 14:00:00
GB85BGCL85418829254759,1076,2022-11-10 4:00:00
GB74HISQ88988963570212,1966,2022-11-7 14:00:00
GB91JYFV09357385584473,1516,2022-11-12 11:00:00
GB74BJMK55903635015160,1358,2022-11-10 15:00:00
GB84CKVC21349180283894,1393,2022-11-7 9:00:00
GB39PBHJ12832678824540,1669,2022-11-10 6:00:00
GB49QHTR49311583693380,1819,2022-11-11 13:00:00
GB54ALPP62577688292666,1246,2022-11-12 10:00:00
GB03SGQG17448419205761,1857,2022-11-13 15:00:00
GB91KMWZ32641801069113,1376,2022-11-12 11:00:00
GB44DANB58093396119192,1116,2022-11-12 11:00:00
GB19YHPW38888053196286,1888,2022-11-7 6:00:00
GB98OLDR84331732317839,1015,2022-11-12 15:00:00
GB96QPZH26479492521483,1724,2022-11-10 21:00:00
GB23AAXF65701261065496,1651,2022-11-12 13:00:00
GB78FWTF53400583891787,1680,2022-11-12 18:00:00
GB63LKRN25537077882033,1590,2022-11-13 18:00:00
GB50WZNI52911574513075,1749,2022-11-8 9:00:00
GB95GBQZ07001673527151,1789,2022-11-12 8:00:00
GB09PAJV84412616389787,1770,2022-11-7 16:00:00
GB85MHYC95426920048573,1961,2022-11-7 11:00:00
GB52HLFE14893739715808,1591,2022-11-12 16:00:00
GB32XDDY45527717033199,1795,2022-11-8 9:00:00
GB41SKZV59194547262999,1615,2022-11-11 15:00:00
GB17XJVD62138828644972,1010,2022-11-8 12:00:00
GB06AVPQ80603406135166,1905,2022-11-10 17:00:00
GB58HJHU90436021765333,1017,2022-11-7 16:00:00
GB66VQCZ77705648116782,1719,2022-11-7 19:00:00
GB58SPWR33264178081118,1836,2022-11-11 10:00:00
GB37YXGN80079236753030,1776,2022-11-9 12:00:00
GB64OVNS75464320812723,1935,2022-11-12 10:00:00
GB63ZHII52397961603138,1249,2022-11-10 19:00:00
GB88KCRF31560474070741,1857,2022-11-9 9:00:00
GB16DBLR28473794645543,1999,2022-11-7 16:00:00
GB96XISG32084901703134,1565,2022-11-9 21:00:00
GB73EGZL14348968836052,1017,2022-11-12 4:00:00
GB02NLMC00635749081549,1999,2022-11-10 18:00:00
GB29UDQT88161787918409,1921,2022-11-11 11:00:00
GB31RNSU20196945893547,1507,2022-11-8 13:00:00
GB56BMWZ95577995399226,1904,2022-11-8 10:00:00
GB60EIIE03330778170354,1695,2022-11-13 14:00:00
GB24SVPN46314077521920,1404,2022-11-13 14:00:00
GB93NJGR09319321936298,1483,2022-11-8 9:00:00
GB89VTHF79137720434237,1691,2022-11-11 6:00:00
GB67AMLC20932856061785,1939,2022-11-10 7:00:00
GB26CMNF81017714804125,1958,2022-11-12 18:00:00
GB50SFQL76595185631946,1906,2022-11-12 17:00:00
GB28WGYW63002831093380,1162,2022-11-11 9:00:00
GB72WKEO34944891329515,1302,2022-11-13 19:00:00
GB16IUVD19911438469126,1113,2022-11-10 4:00:00
GB06RGJW45835534606161,1449,2022-11-13 20:00:00
GB25EVBV18494035328498,1946,2022-11-7 11:00:00
GB74DTLI01287853487562,1324,2022-11-10 4:00:00
GB43WUZO60022608303163,1232,2022-11-8 7:00:00
GB19YKHI91079834018084,1644,2022-11-13 15:00:00
GB65OCIZ79518867220671,1389,2022-11-10 18:00:00
GB02CGBV68027664645918,1310,2022-11-7 21:00:00
GB35WHIJ71969982335687,1439,2022-11-13 14:00:00
GB77JIMC53438750435337,1010,2022-11-8 16:00:00
GB93AWAZ91151605178038,1871,2022-11-12 21:00:00
GB68PJPZ27147716572652,1464,2022-11-7 21:00:00
GB43LWLX60683300488677,1222,2022-11-9 6:00:00
GB92RZJQ05371212006485,1971,2022-11-9 9:00:00
GB37LFXK82485156394809,1572,2022-11-10 12:00:00
GB85QBYI80264590619087,1322,2022-11-12 20:00:00
GB98LFVJ32855237754877,1209,2022-11-12 13:00:00
GB73XLGG43293260500858,1084,2022-11-8 10:00:00
GB31UGEW18171251155376,1287,2022-11-13 6:00:00
GB40BELA05188816501131,1686,2022-11-13 10:00:00
GB10JFNT21174356148698,1421,2022-11-13 9:00:00
GB19CUDY61440804630394,1849,2022-11-9 18:00:00
GB50RWUT86895002804301,1863,2022-11-13 16:00:00
GB31RCRO32487953819497,1657,2022-11-10 15:00:00
GB06SOBX06156816850124,1656,2022-11-7 10:00:00
GB35VRIP03332596621359,1381,2022-11-13 6:00:00
GB44EFEY00093639165277,1117,2022-11-12 5:00:00
GB95VFQV49651942010904,1972,2022-11-8 21:00:00
GB09BKPI48702319775867,1737,2022-11-7 10:00:00
GB27BYYD32704926287606,1092,2022-11-8 5:00:00
GB85CEIF71459291919027,1068,2022-11-11 5:00:00
GB92OAIN00709323391932,1824,2022-11-10 18:00:00
GB67RSXJ95638906596224,1836,2022-11-9 15:00:00
GB52DZJW66396016219985,1164,2022-11-7 19:00:00
GB41ZTVI74265328737472,1209,2022-11-8 12:00:00
GB16ROCP89155849056471,1764,2022-11-9 6:00:00
GB80EBDQ64703801055580,1214,2022-11-13 14:00:00
GB51JLGX83541788798048,1259,2022-11-13 17:00:00
GB33KWYJ56599680572357,1788,2022-11-11 8:00:00
GB90NLBT86275381992156,1522,2022-11-12 14:00:00
GB32QXIP52993104074746,1701,2022-11-13 7:00:00
GB83CZEI97641794839275,1992,2022-11-11 11:00:00
GB39YFZG82356061908561,1996,2022-11-11 13:00:00
GB03ZKRO81579521128525,1439,2022-11-13 4:00:00
GB88WBMB83839227827285,1507,2022-11-13 16:00:00
GB52YBIY51247940346621,1310,2022-11-9 6:00:00
GB08VHKO10150506646258,1020,2022-11-11 21:00:00
GB64WADI61620467890199,1150,2022-11-11 4:00:00
GB33FOEI58242100811848,1119,2022-11-12 17:00:00
GB85HSCV26533294975569,1483,2022-11-13 20:00:00
GB09XFVA85230277329049,1526,2022-11-10 21:00:00
GB15ZOLY67673658555093,1676,2022-11-8 11:00:00
GB56GFXK13327917809422,1268,2022-11-9 9:00:00
GB12DLXS85637191414715,1172,2022-11-12 11:00:00
GB43KTHT56751648886921,1762,2022-11-8 12:00:00
GB46BMIZ77062083603649,1334,2022-11-10 14:00:00
GB20SHUQ26114669408370,1634,2022-11-8 5:00:00
GB81VKVJ66013914165331,1330,2022-11-9 17:00:00
GB34DOFC27583821515486,1329,2022-11-13 10:00:00
GB61IHEY79551817346880,1848,2022-11-13 10:00:00
GB98MKCN48132201453286,1077,2022-11-7 17:00:00
GB46GETN62681812811030,1610,2022-11-10 13:00:00
GB13QXLP27538130474070,1146,2022-11-9 11:00:00
GB26NOLB09695033200239,1606,2022-11-8 11:00:00
GB36SYOK86535862812019,1781,2022-11-11 20:00:00
GB21VPTL71266079230311,1827,2022-11-13 11:00:00
GB52UEQZ42696762894613,1878,2022-11-11 9:00:00
GB12TXHC63393985731980,1724,2022-11-8 17:00:00
GB63TKVC99765516154550,1421,2022-11-7 17:00:00
GB83IFQC09444114007416,1680,2022-11-10 15:00:00
GB58QFIQ22508328567143,1813,2022-11-12 17:00:00
GB02HXBY42441599648574,1376,2022-11-11 4:00:00
GB46IYLI34020112337957,1113,2022-11-7 8:00:00
GB87NJWZ24536738999314,1205,2022-11-9 5:00:00
GB04TWPC86987074165772,1756,2022-11-11 5:00:00
GB28ETCO89169627975294,1355,2022-11-9 15:00:00
GB11ZKNN94058710920038,1623,2022-11-8 10:00:00
GB46TWEL67735393309104,1938,2022-11-12 17:00:00
GB19JXJN03958695949701,1858,2022-11-11 17:00:00
GB57FTQE50520911468896,1480,2022-11-10 12:00:00
GB53IODD96259504764842,1630,2022-11-11 12:00:00
GB68VCSP15140400713210,1624,2022-11-11 16:00:00
GB54KLQA58998847119159,1818,2022-11-9 11:00:00
GB78DBNN18724844735526,1387,2022-11-11 8:00:00
GB81EAXP89290353948569,1039,2022-11-9 4:00:00
GB21PVRS61158931882861,1245,2022-11-8 17:00:00
GB89NQKQ72677567804366,1299,2022-11-12 19:00:00
GB15GOJN48319899411667,1286,2022-11-9 11:00:00
GB10HOHI52690657024389,1438,2022-11-7 10:00:00
GB15VAIJ37985439156523,1623,2022-11-9 4:00:00
GB61UUMV12310474045700,1643,2022-11-11 21:00:00
GB38XEUQ04553344710775,1139,2022-11-11 5:00:00
GB77YSZJ38317158500068,1786,2022-11-10 16:00:00
GB93NCRZ70307656476570,1204,2022-11-12 7:00:00
GB94PGBO45408874132480,1686,2022-11-7 21:00:00
GB77IRXO58283756135218,1887,2022-11-12 12:00:00
GB35KHQT62314127416747,1121,2022-11-8 19:00:00
GB13KTWI37093530054396,1396,2022-11-11 13:00:00
GB36RZZO50030318878135,1678,2022-11-12 14:00:00
GB45TFDA29068830577811,1855,2022-11-10 6:00:00
GB90CHKI51671489872398,1836,2022-11-12 15:00:00
GB54BAMU28738123617217,1963,2022-11-11 6:00:00
GB47REXY08511663636708,1374,2022-11-9 17:00:00
GB13ILAI52070169998082,1425,2022-11-8 17:00:00
GB72CNJV35253461576832,1244,2022-11-11 11:00:00
GB29RLFV46907402021759,1104,2022-11-13 17:00:00
GB79LPWV84341225867771,1787,2022-11-11 10:00:00
GB20RKSI69879343168594,1555,2022-11-11 21:00:00
GB21EERO05762398115744,1367,2022-11-13 8:00:00
GB92ACMF75701539733521,1868,2022-11-11 17:00:00
GB95QKNH77446711863676,1611,2022-11-7 15:00:00
GB09YTJP37861552037457,1166,2022-11-10 6:00:00
GB51NBIT56458016382497,1062,2022-11-11 19:00:00
GB23OJDA71644915975993,1556,2022-11-12 20:00:00
GB22HFXT64428239120496,1537,2022-11-7 5:00:00
GB32ELOF00219347330742,1676,2022-11-13 9:00:00
GB72EMDL51225801873811,1772,2022-11-10 12:00:00
GB47MDTH59664521976609,1908,2022-11-10 13:00:00
GB97YPPX20844626892925,1564,2022-11-11 10:00:00
GB96JVQV30117609796005,1752,2022-11-13 17:00:00
GB71YHLP37096667269807,1963,2022-11-9 13:00:00
GB83TRNI95257849564291,1997,2022-11-13 21:00:00
GB16PNNX37362460762878,1060,2022-11-13 15:00:00
GB43QMXN78384403422626,1598,2022-11-9 8:00:00
GB38EYXB65331349793342,1960,2022-11-11 8:00:00
GB38CFKN89027569043691,1869,2022-11-13 11:00:00
GB16EWOS00686541410387,1781,2022-11-9 15:00:00
GB08CAUF86403979376281,1745,2022-11-13 21:00:00
GB33YSDP53144223916757,1158,2022-11-10 12:00:00
GB45HREP67490530128816,1285,2022-11-7 8:00:00
GB80AETV10180209439626,1953,2022-11-7 20:00:00
GB45GKTY87381928227832,1875,2022-11-8 14:00:00
GB75ZYOX14443150074716,1344,2022-11-13 13:00:00
GB32ZFAR36508429362113,1042,2022-11-9 4:00:00
GB38WLPL94692365936135,1567,2022-11-10 7:00:00
GB53FBWO96297868192580,1899,2022-11-13 20:00:00
GB50SVYR29295736644162,1400,2022-11-11 11:00:00
GB71RZHP94845222929626,1148,2022-11-7 19:00:00
GB63XOOH26126542044109,1360,2022-11-9 15:00:00
GB40XTCK37628066353692,1462,2022-11-12 16:00:00
GB70APWQ94737487962714,1649,2022-11-9 15:00:00
GB32DNGT68427484715084,1057,2022-11-12 16:00:00
GB45GSCD33521929352815,1449,2022-11-8 15:00:00
GB13VHMY82356035345763,1857,2022-11-8 10:00:00
GB58ZLYM15803104743803,1230,2022-11-7 5:00:00
GB55KKPN98772297471168,1775,2022-11-12 19:00:00
GB11UVZK06933319428940,1209,2022-11-13 14:00:00
GB23DJCF17576804327427,1382,2022-11-11 11:00:00
GB79ZNYY65577911091335,1356,2022-11-12 10:00:00
GB04JTWC69464217488208,1484,2022-11-9 16:00:00
GB30ERYO51813370082971,1718,2022-11-13 19:00:00
GB39UGVK41445883305570,1415,2022-11-10 9:00:00
GB72OZHZ34054944509987,1385,2022-11-8 11:00:00
GB65WVDK03857331284059,1325,2022-11-11 20:00:00
GB55DVSS12393832459119,1096,2022-11-9 15:00:00
GB51KYNU32000892751241,1247,2022-11-10 8:00:00
GB64ANBK59609208913071,1094,2022-11-11 16:00:00
GB47MBIS99303540805063,1758,2022-11-8 7:00:00
GB68GXGL82874646821616,1749,2022-11-10 5:00:00
GB11ZRYC93178876456553,1907,2022-11-10 21:00:00
GB73VWMZ25306576922513,1638,2022-11-13 11:00:00
GB60WMVR04445172642766,1174,2022-11-12 17:00:00
GB58TWOR17553081795803,1928,2022-11-9 8:00:00
GB35KBSK33540901374982,1982,2022-11-10 18:00:00
GB24EOVG71633345910371,1678,2022-11-8 17:00:00
GB25XFES78987339388711,1358,2022-11-11 16:00:00
